Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
11,3,Pittsburgh,BE,29,8,22.9,118.1,10,95.2,33,62.2,298,0.033,93,9.54,22,109.6,19,100.1,25,0.72,137,2007,1338,79,100,14,Wright St.,Horz,23,10,6.66,104.5,165,97.8,59,63,281,0.137,2,0.23,148,105.7,118,105.5,187,-2.57,215,2007,1460,58
7,3,Texas A&M,B12,27,7,26.97,119.3,7,92.3,14,63.7,247,-0.047,281,5.38,78,106.7,87,101.4,67,-5.98,297,2007,1401,68,92,14,Penn,Ivy,22,9,7.69,109.8,85,102.1,125,67.9,82,0.047,68,-2.74,192,102.5,213,105.3,178,1.14,127,2007,1335,52
6,2,UCLA,P10,30,6,27.15,115.4,27,88.3,2,63.7,251,0.019,132,11.08,4,111,3,99.9,20,5.93,39,2007,1417,70,184,15,Weber St.,BSky,20,12,-2.71,102.1,203,104.8,168,65.2,191,0.098,13,-3.46,205,104.8,143,108.3,314,1.83,104,2007,1451,42
52,11,VCU,CAA,28,7,14.55,116.6,18,102,124,65.5,178,0.002,174,0.2,150,104.2,162,104,143,0.25,149,2007,1433,79,10,6,Duke,ACC,22,11,23.3,113.2,44,89.9,6,64.5,218,-0.074,314,11.3,3,110.7,4,99.4,6,3.88,68,2007,1181,77
43,6,Vanderbilt,SEC,22,12,16.23,115.7,24,99.4,79,66.6,126,0.008,160,9.34,26,109.5,22,100.2,30,-2.74,220,2007,1435,77,95,11,George Washington,A10,23,9,7.28,105,153,97.7,58,66.9,117,0.089,20,-0.57,163,104.7,146,105.3,180,-5.16,283,2007,1203,44
27,3,Washington St.,P10,26,8,18.87,111.7,64,92.8,16,60,322,0.004,170,6.79,61,107.6,64,100.9,55,-4.96,279,2007,1450,70,88,14,Oral Roberts,MCon,23,11,8.36,107.1,123,98.7,74,66.5,130,-0.007,194,-0.93,170,104.9,139,105.8,201,4.23,65,2007,1331,54
32,9,Xavier,A10,25,9,18.13,117.3,12,99.2,78,66.2,151,-0.047,280,2.83,108,106.5,96,103.6,126,3.4,77,2007,1462,79,46,8,BYU,MWC,25,9,16.11,116.7,17,100.6,97,67.6,95,0.001,176,4.24,88,106.8,86,102.5,100,-0.3,158,2007,1140,77
2,1,Florida,SEC,35,5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,2007,1196,112,251,16,Jackson St.,SWAC,21,14,-9.48,100.2,230,109.7,262,69.7,40,0.14,1,-10.16,321,95.6,331,105.8,200,7.09,32,2007,1238,69
5,1,Kansas,B12,33,5,27.81,115.3,29,87.5,1,68.7,63,0.031,102,6.86,59,108.1,58,101.2,64,-0.93,170,2007,1242,107,186,16,Niagara,MAAC,23,12,-2.76,107.2,119,110,271,68.3,72,0.118,3,-6.17,276,101.3,260,107.5,278,-5.19,284,2007,1310,67
13,8,Kentucky,SEC,22,12,21.73,117,15,95.3,34,65.8,165,-0.029,254,13.23,1,111,2,97.8,1,8.21,25,2007,1246,67,21,9,Villanova,BE,22,11,20.11,113.4,42,93.3,19,65.8,168,-0.036,266,11.02,5,110.5,7,99.5,9,2.82,86,2007,1437,58
9,2,Memphis,CUSA,33,4,24.81,115.4,28,90.6,10,68.4,68,0.03,104,2.93,106,105.3,130,102.4,97,3.41,76,2007,1272,73,162,15,North Texas,SB,23,11,-0.98,103,187,104,154,69.1,55,0.034,92,-6.4,282,102.2,224,108.6,319,-2.88,225,2007,1317,58
47,7,Nevada,WAC,29,5,16.09,117.2,14,101.2,109,66.3,139,0.03,105,1.98,121,104.2,161,102.2,94,1.53,110,2007,1305,77,28,10,Creighton,MVC,22,11,18.53,113.8,36,95.3,35,62.7,289,-0.023,236,8.84,32,108.3,49,99.4,8,4.1,66,2007,1166,71
18,3,Oregon,P10,29,8,20.76,118.3,8,97.6,54,66,158,0.031,100,7.19,55,108,59,100.8,53,-9.09,322,2007,1332,58,87,14,Miami OH,MAC,18,15,8.38,105.7,141,97.4,53,58.1,330,-0.024,240,4.09,90,106.2,103,102.1,89,6.44,36,2007,1275,56
30,9,Purdue,B10,22,12,18.31,110.7,74,92.4,15,66.5,131,0.002,175,9.37,25,109.8,15,100.4,41,1.08,128,2007,1345,72,24,8,Arizona,P10,20,11,19.43,119.5,5,100.1,90,68.3,73,-0.009,203,12.2,2,110.4,8,98.2,2,10.23,14,2007,1112,63
16,4,Southern Illinois,MVC,29,7,21.03,109.8,84,88.8,3,61,312,0.017,138,10.19,12,110.2,11,100,22,7.3,30,2007,1356,61,93,13,Holy Cross,Pat,25,9,7.4,103,186,95.6,39,62.5,293,0.025,119,-3.7,213,101.5,254,105.2,175,0.98,130,2007,1221,51
31,5,Tennessee,SEC,24,11,18.29,115.9,22,97.6,55,71.3,19,0.035,88,10.57,7,110.3,9,99.8,17,1.81,105,2007,1397,121,113,12,Long Beach St.,BW,24,8,5.44,112.2,58,106.8,210,71,22,0.11,5,-3.34,203,102,236,105.4,182,-2.96,228,2007,1253,86
25,4,Texas,B12,25,10,19.24,119.5,6,100.3,92,67.6,90,-0.008,197,7.56,51,108.1,53,100.6,47,-2,205,2007,1400,79,96,13,New Mexico St.,WAC,25,9,7.27,108.3,101,101.1,105,69.7,39,0.035,87,-0.3,158,104.2,159,104.5,161,-3.75,247,2007,1308,67
41,7,UNLV,MWC,30,7,16.83,112.6,51,95.8,40,65.2,190,0.098,14,5.61,75,109.1,32,103.5,123,2.29,93,2007,1424,67,23,10,Georgia Tech,ACC,20,12,19.61,116.9,16,97.3,51,67.2,106,-0.067,309,9.63,21,109.5,21,99.9,19,-3.11,232,2007,1210,63
39,5,USC,P10,25,12,16.86,111,72,94.2,26,67.1,111,0.016,143,8.26,39,108.3,51,100,23,-6.62,307,2007,1425,77,42,12,Arkansas,SEC,21,14,16.62,110.6,77,93.9,25,66.1,156,-0.021,233,10.1,13,110.3,10,100.2,32,1.28,119,2007,1116,60
48,4,Virginia,ACC,21,11,15.43,114.1,35,98.7,71,67.9,83,0.006,164,8.27,38,109.2,28,100.9,58,-4.35,259,2007,1438,84,138,13,Albany,AE,23,10,2.25,107.4,113,105.2,175,63.7,250,0.109,6,-3.47,206,102.4,217,105.9,207,0.94,131,2007,1107,57
37,5,Virginia Tech,ACC,22,12,17.38,112.4,54,95,31,63.7,252,-0.004,187,9.85,16,109.9,13,100.1,26,0.79,135,2007,1439,54,36,12,Illinois,B10,23,12,17.5,107.3,116,89.8,5,62,300,-0.017,220,8.06,41,108.4,44,100.4,39,-0.2,156,2007,1228,52
51,11,Winthrop,BSth,29,5,14.81,112.9,48,98,60,61.9,301,0.055,51,-2.71,191,103.1,197,105.8,199,15.06,3,2007,1457,74,22,6,Notre Dame,BE,24,8,20.02,118.1,9,98.1,62,70.7,28,-0.018,223,4.03,92,105.9,107,101.9,85,-13.12,335,2007,1323,64
8,2,Wisconsin,B10,30,6,25.45,115.6,25,90.1,8,63.8,243,0.034,91,7.78,47,108.1,55,100.3,35,-1.57,184,2007,1458,76,91,15,Texas A&M Corpus Chris,Slnd,26,7,7.76,114.1,34,106.4,200,68.1,78,0.057,45,-5.12,248,100.8,278,105.9,208,2.12,97,2007,1394,63
15,5,Butler,Horz,29,7,21.45,118,11,96.5,47,58.1,331,0.016,145,4.77,85,106.6,94,101.8,79,6.61,35,2007,1139,62,12,4,Maryland,ACC,25,9,22.42,112.4,53,90,7,71.4,17,-0.027,247,8.48,36,108.9,38,100.4,40,-3.07,231,2007,1268,59
4,2,Georgetown,BE,30,7,28.48,122,2,93.5,21,59.4,327,0.006,163,10.41,10,109.7,18,99.3,5,-1.02,174,2007,1207,62,44,7,Boston College,ACC,21,12,16.18,117.3,13,101.1,107,64.3,226,0.026,118,10.36,11,110.7,5,100.4,38,-2.41,210,2007,1130,55
1,1,North Carolina,ACC,31,7,31.37,121,3,89.6,4,72.4,8,-0.046,279,10.95,6,111,1,100.1,27,3.1,82,2007,1314,81,17,9,Michigan St.,B10,23,12,20.97,112.8,49,91.8,12,60.3,319,-0.036,265,9.07,28,109.2,27,100.2,28,-1.63,188,2007,1277,67
3,1,Ohio St.,B10,35,4,29.33,121,4,91.7,11,64.9,206,0.057,46,9.82,17,109,37,99.2,4,-1.71,191,2007,1326,78,32,9,Xavier,A10,25,9,18.13,117.3,12,99.2,78,66.2,151,-0.047,280,2.83,108,106.5,96,103.6,126,3.4,77,2007,1462,71
11,3,Pittsburgh,BE,29,8,22.9,118.1,10,95.2,33,62.2,298,0.033,93,9.54,22,109.6,19,100.1,25,0.72,137,2007,1338,84,52,11,VCU,CAA,28,7,14.55,116.6,18,102,124,65.5,178,0.002,174,0.2,150,104.2,162,104,143,0.25,149,2007,1433,79
7,3,Texas A&M,B12,27,7,26.97,119.3,7,92.3,14,63.7,247,-0.047,281,5.38,78,106.7,87,101.4,67,-5.98,297,2007,1401,72,19,6,Louisville,BE,24,10,20.35,113.5,40,93.1,18,64.2,229,-0.046,277,7.29,53,107.9,61,100.6,48,-3.61,244,2007,1257,69
6,2,UCLA,P10,30,6,27.15,115.4,27,88.3,2,63.7,251,0.019,132,11.08,4,111,3,99.9,20,5.93,39,2007,1417,54,14,7,Indiana,B10,21,11,21.58,115.4,26,93.8,23,64.9,203,-0.058,298,9.96,14,108.5,43,98.5,3,1.51,111,2007,1231,49
43,6,Vanderbilt,SEC,22,12,16.23,115.7,24,99.4,79,66.6,126,0.008,160,9.34,26,109.5,22,100.2,30,-2.74,220,2007,1435,78,27,3,Washington St.,P10,26,8,18.87,111.7,64,92.8,16,60,322,0.004,170,6.79,61,107.6,64,100.9,55,-4.96,279,2007,1450,74
2,1,Florida,SEC,35,5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,2007,1196,74,30,9,Purdue,B10,22,12,18.31,110.7,74,92.4,15,66.5,131,0.002,175,9.37,25,109.8,15,100.4,41,1.08,128,2007,1345,67
5,1,Kansas,B12,33,5,27.81,115.3,29,87.5,1,68.7,63,0.031,102,6.86,59,108.1,58,101.2,64,-0.93,170,2007,1242,88,13,8,Kentucky,SEC,22,12,21.73,117,15,95.3,34,65.8,165,-0.029,254,13.23,1,111,2,97.8,1,8.21,25,2007,1246,76
9,2,Memphis,CUSA,33,4,24.81,115.4,28,90.6,10,68.4,68,0.03,104,2.93,106,105.3,130,102.4,97,3.41,76,2007,1272,78,47,7,Nevada,WAC,29,5,16.09,117.2,14,101.2,109,66.3,139,0.03,105,1.98,121,104.2,161,102.2,94,1.53,110,2007,1305,62
18,3,Oregon,P10,29,8,20.76,118.3,8,97.6,54,66,158,0.031,100,7.19,55,108,59,100.8,53,-9.09,322,2007,1332,75,51,11,Winthrop,BSth,29,5,14.81,112.9,48,98,60,61.9,301,0.055,51,-2.71,191,103.1,197,105.8,199,15.06,3,2007,1457,61
16,4,Southern Illinois,MVC,29,7,21.03,109.8,84,88.8,3,61,312,0.017,138,10.19,12,110.2,11,100,22,7.3,30,2007,1356,63,37,5,Virginia Tech,ACC,22,12,17.38,112.4,54,95,31,63.7,252,-0.004,187,9.85,16,109.9,13,100.1,26,0.79,135,2007,1439,48
31,5,Tennessee,SEC,24,11,18.29,115.9,22,97.6,55,71.3,19,0.035,88,10.57,7,110.3,9,99.8,17,1.81,105,2007,1397,77,48,4,Virginia,ACC,21,11,15.43,114.1,35,98.7,71,67.9,83,0.006,164,8.27,38,109.2,28,100.9,58,-4.35,259,2007,1438,74
41,7,UNLV,MWC,30,7,16.83,112.6,51,95.8,40,65.2,190,0.098,14,5.61,75,109.1,32,103.5,123,2.29,93,2007,1424,74,8,2,Wisconsin,B10,30,6,25.45,115.6,25,90.1,8,63.8,243,0.034,91,7.78,47,108.1,55,100.3,35,-1.57,184,2007,1458,68
39,5,USC,P10,25,12,16.86,111,72,94.2,26,67.1,111,0.016,143,8.26,39,108.3,51,100,23,-6.62,307,2007,1425,87,25,4,Texas,B12,25,10,19.24,119.5,6,100.3,92,67.6,90,-0.008,197,7.56,51,108.1,53,100.6,47,-2,205,2007,1400,68
5,1,Kansas,B12,33,5,27.81,115.3,29,87.5,1,68.7,63,0.031,102,6.86,59,108.1,58,101.2,64,-0.93,170,2007,1242,61,16,4,Southern Illinois,MVC,29,7,21.03,109.8,84,88.8,3,61,312,0.017,138,10.19,12,110.2,11,100,22,7.3,30,2007,1356,58
9,2,Memphis,CUSA,33,4,24.81,115.4,28,90.6,10,68.4,68,0.03,104,2.93,106,105.3,130,102.4,97,3.41,76,2007,1272,65,7,3,Texas A&M,B12,27,7,26.97,119.3,7,92.3,14,63.7,247,-0.047,281,5.38,78,106.7,87,101.4,67,-5.98,297,2007,1401,64
3,1,Ohio St.,B10,35,4,29.33,121,4,91.7,11,64.9,206,0.057,46,9.82,17,109,37,99.2,4,-1.71,191,2007,1326,85,31,5,Tennessee,SEC,24,11,18.29,115.9,22,97.6,55,71.3,19,0.035,88,10.57,7,110.3,9,99.8,17,1.81,105,2007,1397,84
6,2,UCLA,P10,30,6,27.15,115.4,27,88.3,2,63.7,251,0.019,132,11.08,4,111,3,99.9,20,5.93,39,2007,1417,64,11,3,Pittsburgh,BE,29,8,22.9,118.1,10,95.2,33,62.2,298,0.033,93,9.54,22,109.6,19,100.1,25,0.72,137,2007,1338,55
2,1,Florida,SEC,35,5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,2007,1196,65,15,5,Butler,Horz,29,7,21.45,118,11,96.5,47,58.1,331,0.016,145,4.77,85,106.6,94,101.8,79,6.61,35,2007,1139,57
4,2,Georgetown,BE,30,7,28.48,122,2,93.5,21,59.4,327,0.006,163,10.41,10,109.7,18,99.3,5,-1.02,174,2007,1207,66,43,6,Vanderbilt,SEC,22,12,16.23,115.7,24,99.4,79,66.6,126,0.008,160,9.34,26,109.5,22,100.2,30,-2.74,220,2007,1435,65
1,1,North Carolina,ACC,31,7,31.37,121,3,89.6,4,72.4,8,-0.046,279,10.95,6,111,1,100.1,27,3.1,82,2007,1314,74,39,5,USC,P10,25,12,16.86,111,72,94.2,26,67.1,111,0.016,143,8.26,39,108.3,51,100,23,-6.62,307,2007,1425,64
18,3,Oregon,P10,29,8,20.76,118.3,8,97.6,54,66,158,0.031,100,7.19,55,108,59,100.8,53,-9.09,322,2007,1332,76,41,7,UNLV,MWC,30,7,16.83,112.6,51,95.8,40,65.2,190,0.098,14,5.61,75,109.1,32,103.5,123,2.29,93,2007,1424,72
3,1,Ohio St.,B10,35,4,29.33,121,4,91.7,11,64.9,206,0.057,46,9.82,17,109,37,99.2,4,-1.71,191,2007,1326,92,9,2,Memphis,CUSA,33,4,24.81,115.4,28,90.6,10,68.4,68,0.03,104,2.93,106,105.3,130,102.4,97,3.41,76,2007,1272,76
6,2,UCLA,P10,30,6,27.15,115.4,27,88.3,2,63.7,251,0.019,132,11.08,4,111,3,99.9,20,5.93,39,2007,1417,68,5,1,Kansas,B12,33,5,27.81,115.3,29,87.5,1,68.7,63,0.031,102,6.86,59,108.1,58,101.2,64,-0.93,170,2007,1242,55
2,1,Florida,SEC,35,5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,2007,1196,85,18,3,Oregon,P10,29,8,20.76,118.3,8,97.6,54,66,158,0.031,100,7.19,55,108,59,100.8,53,-9.09,322,2007,1332,77
4,2,Georgetown,BE,30,7,28.48,122,2,93.5,21,59.4,327,0.006,163,10.41,10,109.7,18,99.3,5,-1.02,174,2007,1207,96,1,1,North Carolina,ACC,31,7,31.37,121,3,89.6,4,72.4,8,-0.046,279,10.95,6,111,1,100.1,27,3.1,82,2007,1314,84
2,1,Florida,SEC,35,5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,2007,1196,76,6,2,UCLA,P10,30,6,27.15,115.4,27,88.3,2,63.7,251,0.019,132,11.08,4,111,3,99.9,20,5.93,39,2007,1417,66
3,1,Ohio St.,B10,35,4,29.33,121,4,91.7,11,64.9,206,0.057,46,9.82,17,109,37,99.2,4,-1.71,191,2007,1326,67,4,2,Georgetown,BE,30,7,28.48,122,2,93.5,21,59.4,327,0.006,163,10.41,10,109.7,18,99.3,5,-1.02,174,2007,1207,60
2,1,Florida,SEC,35,5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,2007,1196,84,3,1,Ohio St.,B10,35,4,29.33,121,4,91.7,11,64.9,206,0.057,46,9.82,17,109,37,99.2,4,-1.71,191,2007,1326,75
