Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
15,1,Xavier,BE,29,6,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,109.9,37,100.6,29,1.84,108,2018,1462,102,243,16,Texas Southern,SWAC,16,20,-6.65,104.6,180,111.2,299,71.7,31,-0.01,206,-6.3,304,101,318,107.3,271,17.2,1,2018,1411,83
3,2,Duke,ACC,29,8,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,2018,1181,87,52,7,Rhode Island,A10,26,8,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,107.6,75,104.1,107,3.83,64,2018,1348,62
10,4,Gonzaga,WCC,32,5,23.03,118.1,14,95.1,18,69.4,107,0.009,153,1.57,108,106.4,102,104.8,128,3.12,78,2018,1211,90,16,5,Ohio St.,B10,25,9,21.16,116,23,94.9,15,67,238,0.02,124,8.75,44,109.8,40,101.1,46,0.26,151,2018,1326,84
9,1,Kansas,B12,31,8,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,2018,1242,83,26,8,Seton Hall,BE,22,12,18.04,116.9,17,98.8,62,69.5,103,-0.028,260,10.12,21,110.5,27,100.4,24,0,157,2018,1371,79
17,5,Kentucky,SEC,26,11,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,110.8,22,99.8,11,4.67,44,2018,1246,95,67,13,Buffalo,MAC,27,9,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,105.1,145,105.2,147,3.87,62,2018,1138,75
31,11,Loyola Chicago,MVC,32,6,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,2018,1260,63,13,3,Tennessee,SEC,26,9,22.27,114.6,36,92.4,6,66,282,0.019,125,11.01,11,111.2,13,100.2,18,7.1,20,2018,1397,62
7,3,Michigan,B10,33,8,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,2018,1276,64,18,6,Houston,Amer,27,8,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,106.6,95,102.7,75,-3.08,254,2018,1222,63
11,3,Texas Tech,B12,27,10,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,110.7,23,100.4,25,-5.24,309,2018,1403,69,22,6,Florida,SEC,21,13,18.96,114.5,41,95.5,24,67.1,226,-0.059,310,10.74,13,110.2,31,99.5,4,4.57,46,2018,1196,66
1,1,Villanova,BE,36,4,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,111.3,10,100,12,3.98,61,2018,1437,81,57,9,Alabama,SEC,20,16,13.41,108.7,106,95.2,20,68.7,151,0.017,130,11.17,8,110.9,19,99.7,7,2.54,84,2018,1104,58
14,5,Clemson,ACC,25,10,21.65,114.2,44,92.6,7,66.1,274,-0.009,203,10.22,20,110.6,26,100.4,23,-1.91,214,2018,1155,84,23,4,Auburn,SEC,26,8,18.69,115.4,26,96.7,37,72.6,18,0.034,94,7.52,57,108.8,58,101.3,51,-1.86,211,2018,1120,53
27,9,Florida St.,ACC,23,12,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,109.6,45,100.3,20,-6.91,330,2018,1199,75,15,1,Xavier,BE,29,6,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,109.9,37,100.6,29,1.84,108,2018,1462,70
42,9,Kansas St.,B12,25,12,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,111,14,101.6,59,-6.5,324,2018,1243,50,166,16,UMBC,AE,25,11,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,102.7,267,107.1,259,-3.55,277,2018,1420,43
25,7,Nevada,MWC,29,8,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,107,87,101.8,63,3.61,67,2018,1305,75,4,2,Cincinnati,Amer,31,5,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,106.9,89,103.4,90,-4.21,294,2018,1153,73
5,2,Purdue,B10,30,7,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,109.1,51,100.1,14,0.69,144,2018,1345,76,20,10,Butler,BE,21,14,19.05,116.2,22,97.2,45,67.6,207,-0.047,290,11.21,7,112,1,100.8,34,0.11,154,2018,1139,73
41,11,Syracuse,ACC,23,14,14.82,107,135,92.2,5,62.9,345,0.021,119,9.81,27,111.3,9,101.5,58,-0.2,163,2018,1393,55,6,3,Michigan St.,B10,30,5,25.41,119.2,13,93.8,10,67,234,0.038,83,6.64,62,108.6,63,101.9,65,-5.03,303,2018,1277,53
29,7,Texas A&M,SEC,22,13,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,111.8,2,100.1,15,5.12,37,2018,1401,86,8,2,North Carolina,ACC,26,11,23.59,120.3,6,96.7,38,71.2,46,-0.011,207,13.26,1,111.6,5,98.3,1,7.58,17,2018,1314,65
12,5,West Virginia,B12,26,11,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,109.9,38,99.3,2,-4.72,299,2018,1452,94,105,13,Marshall,CUSA,25,11,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,105.6,118,105.5,164,-7,333,2018,1267,71
27,9,Florida St.,ACC,23,12,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,109.6,45,100.3,20,-6.91,330,2018,1199,75,10,4,Gonzaga,WCC,32,5,23.03,118.1,14,95.1,18,69.4,107,0.009,153,1.57,108,106.4,102,104.8,128,3.12,78,2018,1211,60
42,9,Kansas St.,B12,25,12,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,111,14,101.6,59,-6.5,324,2018,1243,61,17,5,Kentucky,SEC,26,11,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,110.8,22,99.8,11,4.67,44,2018,1246,58
31,11,Loyola Chicago,MVC,32,6,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,2018,1260,69,25,7,Nevada,MWC,29,8,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,107,87,101.8,63,3.61,67,2018,1305,68
7,3,Michigan,B10,33,8,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,2018,1276,99,29,7,Texas A&M,SEC,22,13,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,111.8,2,100.1,15,5.12,37,2018,1401,72
3,2,Duke,ACC,29,8,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,2018,1181,69,41,11,Syracuse,ACC,23,14,14.82,107,135,92.2,5,62.9,345,0.021,119,9.81,27,111.3,9,101.5,58,-0.2,163,2018,1393,65
9,1,Kansas,B12,31,8,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,2018,1242,80,14,5,Clemson,ACC,25,10,21.65,114.2,44,92.6,7,66.1,274,-0.009,203,10.22,20,110.6,26,100.4,23,-1.91,214,2018,1155,76
11,3,Texas Tech,B12,27,10,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,110.7,23,100.4,25,-5.24,309,2018,1403,78,5,2,Purdue,B10,30,7,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,109.1,51,100.1,14,0.69,144,2018,1345,65
1,1,Villanova,BE,36,4,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,111.3,10,100,12,3.98,61,2018,1437,90,12,5,West Virginia,B12,26,11,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,109.9,38,99.3,2,-4.72,299,2018,1452,78
31,11,Loyola Chicago,MVC,32,6,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,2018,1260,78,42,9,Kansas St.,B12,25,12,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,111,14,101.6,59,-6.5,324,2018,1243,62
7,3,Michigan,B10,33,8,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,2018,1276,58,27,9,Florida St.,ACC,23,12,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,109.6,45,100.3,20,-6.91,330,2018,1199,54
9,1,Kansas,B12,31,8,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,2018,1242,85,3,2,Duke,ACC,29,8,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,2018,1181,81
1,1,Villanova,BE,36,4,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,111.3,10,100,12,3.98,61,2018,1437,71,11,3,Texas Tech,B12,27,10,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,110.7,23,100.4,25,-5.24,309,2018,1403,59
7,3,Michigan,B10,33,8,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,2018,1276,69,31,11,Loyola Chicago,MVC,32,6,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,2018,1260,57
1,1,Villanova,BE,36,4,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,111.3,10,100,12,3.98,61,2018,1437,95,9,1,Kansas,B12,31,8,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,2018,1242,79
1,1,Villanova,BE,36,4,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,111.3,10,100,12,3.98,61,2018,1437,79,7,3,Michigan,B10,33,8,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,2018,1276,62
