Team 1 Rank,Team 1 Tournament Rank,Team 1 Team Name,Team 1 Conference,Team 1 Wins,Team 1 Losses,Team 1 AdjEM,Team 1 AdjO,Team 1 AdjO Rank,Team 1 AdjD,Team 1 AdjD Rank,Team 1 AdjT,Team 1 AdjT Rank,Team 1 Luck,Team 1 Luck Rank,Team 1 SS AdjEM,Team 1 SS AdjEM Rank,Team 1 SS OppO,Team 1 SS OppO Rank,Team 1 SS OppD,Team 1 SS OppD Rank,Team 1 NCSOS AdjEM,Team 1 NCSOS AdjEM Rank,Team 1 Year,Team 1 ID,Team 1 Score,Team 2 Rank,Team 2 Tournament Rank,Team 2 Team Name,Team 2 Conference,Team 2 Wins,Team 2 Losses,Team 2 AdjEM,Team 2 AdjO,Team 2 AdjO Rank,Team 2 AdjD,Team 2 AdjD Rank,Team 2 AdjT,Team 2 AdjT Rank,Team 2 Luck,Team 2 Luck Rank,Team 2 SS AdjEM,Team 2 SS AdjEM Rank,Team 2 SS OppO,Team 2 SS OppO Rank,Team 2 SS OppD,Team 2 SS OppD Rank,Team 2 NCSOS AdjEM,Team 2 NCSOS AdjEM Rank,Team 2 Year,Team 2 ID,Team 2 Score
125,15,Oral Roberts,Sum,18,11,4.83,109.3,66,104.4,219,71.4,46,0.023,125,4.09,135,105.2,120,101.1,149,22.06,4,2021,1331,75,11,2,Ohio St.,B10,21,10,23.58,120.7,4,97.1,82,66.7,251,-0.012,212,17.9,9,111.6,10,93.7,5,3.47,164,2021,1326,72
43,12,Oregon St.,P12,20,13,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,2021,1333,70,28,5,Tennessee,SEC,18,9,19.95,108,85,88.1,5,67.1,232,-0.013,215,13.11,56,108.9,60,95.8,53,-0.34,221,2021,1397,56
38,10,Rutgers,B10,16,12,17.48,108.1,82,90.6,16,67.4,214,0.027,113,17.99,7,112.4,3,94.4,19,-5.69,294,2021,1353,60,45,7,Clemson,ACC,16,8,15.48,106.4,107,90.9,19,64,337,0.1,18,14.39,41,109.7,43,95.3,38,11.6,46,2021,1155,56
42,11,Syracuse,ACC,18,10,16.75,113.7,24,96.9,77,68.6,151,0.029,109,12.94,58,109.4,48,96.5,66,2.09,188,2021,1393,78,30,6,San Diego St.,MWC,23,5,19.88,111,45,91.1,21,65.5,307,0.027,114,7.22,103,106.4,97,99.2,117,13.66,31,2021,1361,62
17,6,Texas Tech,B12,18,11,21.81,112.7,32,90.9,18,65.1,316,-0.099,340,12.84,59,108.5,67,95.7,51,-4.88,283,2021,1403,65,46,11,Utah St.,MWC,20,9,15.34,104.8,126,89.5,8,68.6,149,-0.037,262,5.64,120,105.4,118,99.7,130,8.2,86,2021,1429,53
12,5,Villanova,BE,18,7,23.02,119,6,96,66,64.2,336,-0.007,200,13.66,47,109.3,51,95.7,50,8.12,89,2021,1437,73,101,12,Winthrop,BSth,23,2,8.48,105,124,96.5,71,73.1,14,0.036,96,-5.62,302,99.6,281,105.2,311,4.18,149,2021,1457,63
23,3,West Virginia,B12,19,10,20.51,116.8,12,96.3,70,69.2,122,-0.056,294,15.18,31,109.6,45,94.4,20,13.77,29,2021,1452,84,134,14,Morehead St.,OVC,23,8,3.19,100.6,205,97.4,88,65.2,314,0.146,4,-1.1,204,102.1,209,103.2,228,16.21,16,2021,1287,67
14,9,Wisconsin,B10,18,13,22.4,113,29,90.6,15,64.6,328,-0.052,289,18.13,6,112.1,7,93.9,8,1.24,199,2021,1458,85,34,8,North Carolina,ACC,18,11,18.62,110.3,52,91.7,27,71.5,43,-0.005,194,14.79,34,110.9,21,96.1,62,8.2,87,2021,1314,62
84,14,Abilene Christian,Slnd,24,5,10.11,101.7,184,91.6,26,69.3,115,0.009,150,-5.43,298,99.4,287,104.8,300,4.93,137,2021,1101,53,26,3,Texas,B12,19,8,20.31,113.1,28,92.8,31,68.6,146,-0.004,190,14.52,38,109.2,54,94.7,23,8.2,85,2021,1400,52
9,2,Alabama,SEC,26,7,25.09,112.9,30,87.8,3,73.3,11,0.02,131,14.8,33,110.1,35,95.3,41,9.45,71,2021,1104,68,178,15,Iona,MAAC,12,6,-0.78,100.2,217,101,146,67.7,199,0.03,107,-5.67,303,98.3,312,103.9,260,-0.54,225,2021,1233,55
8,5,Colorado,P12,23,9,25.1,116.3,13,91.2,23,66.1,276,-0.025,237,15.43,28,110.3,32,94.9,31,3.82,157,2021,1160,96,63,12,Georgetown,BE,13,13,12.91,107.9,87,95,49,69.7,101,0.008,154,14.96,32,110.6,27,95.6,48,4.64,142,2021,1207,73
22,5,Creighton,BE,22,9,20.59,113.4,25,92.8,32,68.7,144,0.017,137,13.19,55,108.8,63,95.6,49,-0.73,230,2021,1166,63,58,12,UC Santa Barbara,BW,22,5,13.63,109.9,56,96.2,69,65.6,301,0.03,108,1.8,168,102.8,187,101,145,4.03,151,2021,1364,62
15,4,Florida St.,ACC,18,7,22.12,114.9,16,92.8,33,69.9,90,0.002,167,13.48,50,109.5,46,96,60,4.42,145,2021,1199,64,108,13,UNC Greensboro,SC,21,9,7.79,103.6,146,95.8,62,68,183,0.003,166,1.48,171,103.8,163,102.3,190,-2.78,257,2021,1422,54
1,1,Gonzaga,WCC,31,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,2021,1211,98,210,16,Norfolk St.,MEAC,17,8,-4.47,99.1,234,103.6,199,67.5,211,0.09,21,-7.09,322,98.1,318,105.2,310,-0.76,231,2021,1313,55
7,2,Iowa,B10,22,9,26.87,123.5,3,96.7,75,69.9,93,-0.027,244,16.41,20,110.4,31,94,9,-4.9,285,2021,1234,86,103,15,Grand Canyon,WAC,17,7,8.32,105.4,121,97.1,81,64.9,319,-0.061,299,-1.44,211,102,211,103.5,238,2.54,177,2021,1213,74
27,3,Kansas,B12,21,9,19.98,110.1,54,90.2,12,68.2,174,0.07,44,15.83,24,110.7,25,94.8,29,10.43,60,2021,1242,93,105,14,Eastern Washington,BSky,16,8,8.19,109.5,62,101.3,156,72.2,27,-0.085,323,-0.43,195,102,212,102.4,195,21.28,5,2021,1186,84
24,8,LSU,SEC,19,10,20.35,120.1,5,99.8,124,70.6,70,-0.007,201,14.77,35,108.7,66,93.9,7,1.13,202,2021,1261,76,32,9,St. Bonaventure,A10,16,5,19.04,110,55,91,20,64.8,320,0.016,140,8.53,98,106.6,92,98,103,2.44,180,2021,1382,61
35,10,Maryland,B10,17,14,17.63,111.8,37,94.1,42,64.7,321,-0.024,234,17.1,13,110.2,34,93.1,2,-1.11,236,2021,1268,63,21,7,Connecticut,BE,15,8,20.61,113.1,27,92.5,29,65.5,309,-0.068,310,12.99,57,108.2,69,95.2,33,-1.27,240,2021,1163,54
3,1,Michigan,B10,23,5,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,2021,1276,82,208,16,Texas Southern,SWAC,17,9,-4.37,99.8,221,104.2,212,71.5,45,0.059,54,-7.73,331,95.5,341,103.2,230,14.62,27,2021,1411,66
81,13,Ohio,MAC,17,8,10.47,111.4,40,100.9,145,69.2,123,0.031,104,5.23,126,106.1,99,100.9,142,1.2,200,2021,1325,62,19,4,Virginia,ACC,18,7,21.42,114.7,17,93.3,36,59.9,357,0.025,118,12.05,69,109.8,40,97.8,96,0.24,211,2021,1438,58
39,8,Oklahoma,B12,16,11,17.06,112.1,35,95.1,51,67.1,228,-0.025,238,14.29,43,109.5,47,95.2,34,1.93,192,2021,1328,72,47,9,Missouri,SEC,16,10,15.14,110.6,49,95.5,57,68.4,163,0.07,43,15.85,23,110.2,33,94.4,17,11.39,50,2021,1281,68
13,11,UCLA,P12,22,10,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,2021,1417,73,20,6,BYU,WCC,20,7,21.12,113.7,23,92.5,30,67.6,206,0.037,91,12.31,65,109.1,57,96.8,76,10.05,65,2021,1140,62
6,6,USC,P12,25,8,27.58,115.7,14,88.1,6,67,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,2021,1425,72,55,11,Drake,MVC,26,5,14.27,112.5,33,98.2,101,66.3,271,0.102,17,3.98,137,104.1,155,100.1,137,-8.21,309,2021,1179,56
18,3,Arkansas,SEC,25,7,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,2021,1116,68,17,6,Texas Tech,B12,18,11,21.81,112.7,32,90.9,18,65.1,316,-0.099,340,12.84,59,108.5,67,95.7,51,-4.88,283,2021,1403,66
2,1,Baylor,B12,28,2,33.87,125,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,2021,1124,76,14,9,Wisconsin,B10,18,13,22.4,113,29,90.6,15,64.6,328,-0.052,289,18.13,6,112.1,7,93.9,8,1.24,199,2021,1458,63
5,2,Houston,Amer,28,4,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,2021,1222,63,38,10,Rutgers,B10,16,12,17.48,108.1,82,90.6,16,67.4,214,0.027,113,17.99,7,112.4,3,94.4,19,-5.69,294,2021,1353,60
10,8,Loyola Chicago,MVC,26,5,24.32,111.3,41,87,2,63.7,342,-0.024,233,6.27,112,105.6,110,99.4,123,4.81,139,2021,1260,71,4,1,Illinois,B10,24,7,29.06,118,8,88.9,7,70.5,79,0.022,128,18.17,5,112.3,5,94.1,13,10.44,59,2021,1228,58
125,15,Oral Roberts,Sum,18,11,4.83,109.3,66,104.4,219,71.4,46,0.023,125,4.09,135,105.2,120,101.1,149,22.06,4,2021,1331,81,41,7,Florida,SEC,15,10,16.95,111,44,94.1,41,68.3,167,-0.004,188,14.72,36,109.9,36,95.2,35,8.88,76,2021,1196,78
43,12,Oregon St.,P12,20,13,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,2021,1333,80,33,4,Oklahoma St.,B12,21,9,18.95,109.6,60,90.7,17,72.4,24,0.038,90,15.52,27,111.1,18,95.6,47,5.81,121,2021,1329,70
42,11,Syracuse,ACC,18,10,16.75,113.7,24,96.9,77,68.6,151,0.029,109,12.94,58,109.4,48,96.5,66,2.09,188,2021,1393,75,23,3,West Virginia,B12,19,10,20.51,116.8,12,96.3,70,69.2,122,-0.056,294,15.18,31,109.6,45,94.4,20,13.77,29,2021,1452,72
12,5,Villanova,BE,18,7,23.02,119,6,96,66,64.2,336,-0.007,200,13.66,47,109.3,51,95.7,50,8.12,89,2021,1437,84,72,13,North Texas,CUSA,18,10,11.76,106.7,101,95,48,62.7,350,-0.018,222,6.35,109,105,126,98.6,111,6.16,113,2021,1317,61
9,2,Alabama,SEC,26,7,25.09,112.9,30,87.8,3,73.3,11,0.02,131,14.8,33,110.1,35,95.3,41,9.45,71,2021,1104,96,35,10,Maryland,B10,17,14,17.63,111.8,37,94.1,42,64.7,321,-0.024,234,17.1,13,110.2,34,93.1,2,-1.11,236,2021,1268,77
22,5,Creighton,BE,22,9,20.59,113.4,25,92.8,32,68.7,144,0.017,137,13.19,55,108.8,63,95.6,49,-0.73,230,2021,1166,72,81,13,Ohio,MAC,17,8,10.47,111.4,40,100.9,145,69.2,123,0.031,104,5.23,126,106.1,99,100.9,142,1.2,200,2021,1325,58
15,4,Florida St.,ACC,18,7,22.12,114.9,16,92.8,33,69.9,90,0.002,167,13.48,50,109.5,46,96,60,4.42,145,2021,1199,71,8,5,Colorado,P12,23,9,25.1,116.3,13,91.2,23,66.1,276,-0.025,237,15.43,28,110.3,32,94.9,31,3.82,157,2021,1160,53
1,1,Gonzaga,WCC,31,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,2021,1211,87,39,8,Oklahoma,B12,16,11,17.06,112.1,35,95.1,51,67.1,228,-0.025,238,14.29,43,109.5,47,95.2,34,1.93,192,2021,1328,71
3,1,Michigan,B10,23,5,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,2021,1276,86,24,8,LSU,SEC,19,10,20.35,120.1,5,99.8,124,70.6,70,-0.007,201,14.77,35,108.7,66,93.9,7,1.13,202,2021,1261,78
16,7,Oregon,P12,21,7,21.85,117.2,10,95.4,55,67.2,226,0.049,72,15.2,30,110.6,26,95.4,43,3.72,160,2021,1332,95,7,2,Iowa,B10,22,9,26.87,123.5,3,96.7,75,69.9,93,-0.027,244,16.41,20,110.4,31,94,9,-4.9,285,2021,1234,80
13,11,UCLA,P12,22,10,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,2021,1417,67,84,14,Abilene Christian,Slnd,24,5,10.11,101.7,184,91.6,26,69.3,115,0.009,150,-5.43,298,99.4,287,104.8,300,4.93,137,2021,1101,47
6,6,USC,P12,25,8,27.58,115.7,14,88.1,6,67,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,2021,1425,85,27,3,Kansas,B12,21,9,19.98,110.1,54,90.2,12,68.2,174,0.07,44,15.83,24,110.7,25,94.8,29,10.43,60,2021,1242,51
18,3,Arkansas,SEC,25,7,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,2021,1116,72,125,15,Oral Roberts,Sum,18,11,4.83,109.3,66,104.4,219,71.4,46,0.023,125,4.09,135,105.2,120,101.1,149,22.06,4,2021,1331,70
2,1,Baylor,B12,28,2,33.87,125,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,2021,1124,62,12,5,Villanova,BE,18,7,23.02,119,6,96,66,64.2,336,-0.007,200,13.66,47,109.3,51,95.7,50,8.12,89,2021,1437,51
5,2,Houston,Amer,28,4,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,2021,1222,62,42,11,Syracuse,ACC,18,10,16.75,113.7,24,96.9,77,68.6,151,0.029,109,12.94,58,109.4,48,96.5,66,2.09,188,2021,1393,46
43,12,Oregon St.,P12,20,13,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,2021,1333,65,10,8,Loyola Chicago,MVC,26,5,24.32,111.3,41,87,2,63.7,342,-0.024,233,6.27,112,105.6,110,99.4,123,4.81,139,2021,1260,58
1,1,Gonzaga,WCC,31,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,2021,1211,83,22,5,Creighton,BE,22,9,20.59,113.4,25,92.8,32,68.7,144,0.017,137,13.19,55,108.8,63,95.6,49,-0.73,230,2021,1166,65
3,1,Michigan,B10,23,5,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,2021,1276,76,15,4,Florida St.,ACC,18,7,22.12,114.9,16,92.8,33,69.9,90,0.002,167,13.48,50,109.5,46,96,60,4.42,145,2021,1199,58
13,11,UCLA,P12,22,10,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,2021,1417,88,9,2,Alabama,SEC,26,7,25.09,112.9,30,87.8,3,73.3,11,0.02,131,14.8,33,110.1,35,95.3,41,9.45,71,2021,1104,78
6,6,USC,P12,25,8,27.58,115.7,14,88.1,6,67,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,2021,1425,82,16,7,Oregon,P12,21,7,21.85,117.2,10,95.4,55,67.2,226,0.049,72,15.2,30,110.6,26,95.4,43,3.72,160,2021,1332,68
2,1,Baylor,B12,28,2,33.87,125,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,2021,1124,81,18,3,Arkansas,SEC,25,7,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,2021,1116,72
5,2,Houston,Amer,28,4,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,2021,1222,67,43,12,Oregon St.,P12,20,13,16.4,112.1,36,95.7,60,65.5,306,0.072,40,16.72,16,111.2,15,94.5,21,-4.52,278,2021,1333,61
1,1,Gonzaga,WCC,31,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,2021,1211,85,6,6,USC,P12,25,8,27.58,115.7,14,88.1,6,67,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,2021,1425,66
13,11,UCLA,P12,22,10,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,2021,1417,51,3,1,Michigan,B10,23,5,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,2021,1276,49
2,1,Baylor,B12,28,2,33.87,125,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,2021,1124,78,5,2,Houston,Amer,28,4,28.75,118.3,7,89.6,9,64.4,332,0.018,133,9.21,90,105.7,105,96.5,67,2.11,187,2021,1222,59
1,1,Gonzaga,WCC,31,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,2021,1211,93,13,11,UCLA,P12,22,10,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,2021,1417,90
2,1,Baylor,B12,28,2,33.87,125,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,2021,1124,86,1,1,Gonzaga,WCC,31,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,2021,1211,70
